# feature1,feature2,target
4.55,-2.27,5.00
4.80,-2.12,5.00
3.56,-1.84,4.00
4.46,-0.94,4.00
5.81,-2.41,5.00
5.49,-1.81,4.00
5.50,-1.59,4.00
4.70,-0.99,4.00
4.65,-0.99,4.00
4.66,-1.54,5.00
4.82,-2.03,5.00
3.44,-1.80,4.00
3.50,-1.65,4.00
4.56,-1.49,5.00
5.60,-1.70,4.00
6.10,-2.10,5.00
6.45,-1.91,5.00
3.71,-1.59,4.00
3.34,-1.93,4.00
5.62,-2.45,5.00
4.58,-1.06,4.00
4.96,-2.28,5.00
5.25,-1.49,4.00
3.79,-1.47,4.00
6.08,-2.26,5.00
6.44,-1.90,5.00
6.25,-1.65,5.00
5.02,-2.37,5.00
6.01,-2.26,5.00
4.87,-1.11,4.00
4.48,-2.07,5.00
3.87,-1.32,4.00
5.24,-1.40,4.00
6.38,-1.95,5.00
5.56,-2.43,5.00
4.56,-1.89,5.00
6.16,-2.25,5.00
6.30,-2.29,5.00
3.94,-1.33,4.00
4.94,-2.33,5.00
5.25,-1.31,4.00
6.14,-2.28,5.00
4.95,-1.31,4.00
4.32,-0.93,4.00
4.65,-0.99,4.00
5.34,-2.57,5.00
4.01,-1.17,4.00
3.55,-1.76,4.00
3.86,-1.26,4.00
5.42,-1.49,4.00
5.76,-2.56,5.00
6.46,-1.67,5.00
5.60,-2.03,4.00
3.45,-1.42,4.00
5.50,-1.58,4.00
6.01,-2.23,5.00
5.59,-1.81,4.00
6.52,-1.53,5.00
4.12,-1.02,4.00
3.45,-1.82,4.00
3.85,-1.28,4.00
6.10,-2.55,5.00
6.31,-2.06,5.00
4.48,-1.61,5.00
4.20,-1.04,4.00
5.92,-2.48,5.00
5.55,-1.79,4.00
4.53,-1.00,4.00
3.87,-1.01,4.00
5.80,-2.43,5.00
6.21,-2.07,5.00
6.32,-1.90,5.00
6.26,-2.02,5.00
4.78,-1.93,5.00
4.57,-1.77,5.00
3.64,-1.53,4.00
5.40,-1.41,4.00
4.70,-2.07,5.00
4.74,-2.12,5.00
4.57,-1.05,4.00
6.66,-1.64,5.00
5.04,-1.07,4.00
4.76,-1.01,4.00
3.89,-1.27,4.00
5.02,-1.30,4.00
4.46,-1.10,4.00
4.74,-2.07,5.00
5.31,-1.34,4.00
4.33,-1.00,4.00
3.99,-1.13,4.00
5.32,-2.39,5.00
3.81,-1.03,4.00
4.64,-2.05,5.00
4.47,-1.07,4.00
6.57,-1.84,5.00
5.34,-2.56,5.00
6.03,-2.36,5.00
3.74,-1.23,4.00
4.44,-1.70,5.00
4.38,-1.79,5.00
6.07,-2.23,5.00
6.01,-2.35,5.00
4.50,-1.64,5.00
5.35,-1.84,4.00
4.07,-1.20,4.00
5.10,-1.23,4.00
5.24,-2.54,5.00
3.78,-1.27,4.00
4.61,-1.19,4.00
3.49,-1.99,4.00
3.88,-1.33,4.00
4.28,-1.07,4.00
5.91,-2.63,5.00
6.75,-1.51,5.00
4.93,-0.78,4.00
5.49,-2.33,5.00
5.55,-2.41,5.00
5.48,-1.60,4.00
4.89,-1.21,4.00
6.32,-2.13,5.00
6.61,-1.47,5.00
3.57,-1.42,4.00
6.37,-1.56,5.00
5.04,-1.36,4.00
5.37,-1.94,4.00
4.96,-1.17,4.00
5.20,-2.54,5.00
3.70,-1.60,4.00
6.08,-2.34,5.00
3.46,-1.37,4.00
4.98,-1.07,4.00
4.86,-0.94,4.00
4.50,-0.86,4.00
3.72,-1.60,4.00
4.40,-1.70,5.00
3.98,-1.11,4.00
4.64,-1.04,4.00
5.58,-2.59,5.00
4.25,-1.06,4.00
5.80,-2.59,5.00
4.76,-2.16,5.00
4.69,-2.01,5.00
4.78,-0.98,4.00
5.33,-2.62,5.00
5.51,-2.64,5.00
5.70,-2.57,5.00
6.44,-1.91,5.00
3.78,-1.26,4.00
3.45,-1.46,4.00
5.13,-2.45,5.00
4.78,-2.25,5.00
4.07,-1.03,4.00
4.28,-0.95,4.00
5.51,-1.95,4.00
6.23,-1.88,5.00
5.38,-1.44,4.00
4.64,-1.02,4.00
4.51,-1.86,5.00
5.62,-2.62,5.00
3.56,-1.81,4.00
4.48,-0.90,4.00
4.59,-0.88,4.00
4.38,-1.59,5.00
6.37,-1.86,5.00
6.38,-1.52,5.00
4.00,-1.44,4.00
3.77,-1.44,4.00
5.67,-2.46,5.00
5.42,-1.57,4.00
4.61,-1.92,5.00
4.00,-1.32,4.00
4.47,-1.82,5.00
3.79,-1.44,4.00
5.26,-1.33,4.00
5.71,-1.58,4.00
6.01,-2.20,5.00
3.58,-1.22,4.00
5.58,-1.87,4.00
5.09,-2.38,5.00
4.65,-2.11,5.00
4.58,-0.98,4.00
3.58,-1.02,4.00
3.52,-2.01,4.00
4.88,-2.29,5.00
4.58,-1.03,4.00
5.22,-1.32,4.00
5.10,-1.29,4.00
3.79,-1.18,4.00
5.28,-1.22,4.00
6.50,-1.64,5.00
6.50,-1.90,5.00
5.76,-2.49,5.00
6.25,-2.04,5.00
3.56,-1.42,4.00
4.38,-1.62,5.00
4.43,-1.91,5.00
3.83,-1.25,4.00
6.48,-1.52,5.00
4.40,-1.03,4.00
4.66,-2.14,5.00
4.26,-1.24,4.00
3.54,-1.84,4.00
3.52,-2.01,4.00
5.56,-2.48,5.00
5.76,-1.85,4.00
5.86,-2.40,5.00
6.05,-2.33,5.00
4.59,-1.46,5.00
5.26,-1.70,4.00
5.14,-2.44,5.00
4.26,-1.01,4.00
5.87,-2.39,5.00
5.29,-1.56,4.00
4.58,-1.92,5.00
4.85,-2.26,5.00
5.50,-1.79,4.00
5.01,-1.28,4.00
6.18,-2.22,5.00
3.98,-1.09,4.00
5.20,-1.41,4.00
6.52,-2.16,5.00
4.76,-2.25,5.00
5.82,-2.34,5.00
6.55,-1.80,5.00
4.15,-1.13,4.00
4.34,-1.03,4.00
6.02,-2.35,5.00
4.90,-2.41,5.00
6.14,-2.20,5.00
5.52,-1.46,4.00
5.53,-1.70,4.00
3.95,-1.04,4.00
5.36,-2.16,4.00
3.55,-1.66,4.00
3.74,-1.84,4.00
5.07,-1.37,4.00
4.08,-1.14,4.00
5.50,-2.62,5.00
4.70,-1.90,5.00
5.43,-1.25,4.00
5.15,-1.47,4.00
5.70,-2.40,5.00
5.13,-2.40,5.00
4.61,-1.69,5.00
4.74,-2.07,5.00
4.12,-1.06,4.00
5.14,-2.37,5.00
3.80,-1.20,4.00
5.09,-1.15,4.00
6.11,-2.18,5.00
4.13,-1.00,4.00
6.11,-2.31,5.00
4.62,-1.69,5.00
6.27,-2.04,5.00
6.50,-1.83,5.00
3.82,-1.85,4.00
6.47,-1.85,5.00
5.07,-2.36,5.00
4.59,-2.10,5.00
5.63,-2.39,5.00
4.05,-1.10,4.00
3.27,-1.72,4.00
4.77,-2.31,5.00
4.76,-2.03,5.00
4.99,-1.30,4.00
3.73,-1.33,4.00
5.67,-2.60,5.00
4.81,-2.14,5.00
4.87,-1.16,4.00
5.24,-2.56,5.00
4.80,-2.36,5.00
4.08,-1.07,4.00
5.56,-1.50,4.00
4.58,-1.02,4.00
3.63,-1.57,4.00
4.62,-1.76,5.00
5.25,-1.40,4.00
4.96,-1.04,4.00
4.17,-1.05,4.00
4.69,-1.92,5.00
5.01,-2.36,5.00
3.69,-1.44,4.00
4.62,-1.09,4.00
5.73,-2.71,5.00
5.57,-1.98,4.00
5.50,-2.48,5.00
5.45,-1.51,4.00
5.90,-2.42,5.00
5.41,-1.48,4.00
4.67,-1.66,5.00
5.32,-2.34,5.00
5.05,-2.44,5.00
6.46,-1.59,5.00
5.69,-2.32,5.00
4.85,-2.34,5.00
6.14,-2.33,5.00
4.13,-1.08,4.00
6.25,-2.17,5.00
5.24,-2.37,5.00
4.81,-2.21,5.00
3.53,-1.53,4.00
6.44,-2.11,5.00
6.53,-1.71,5.00
6.53,-2.00,5.00
3.99,-1.03,4.00
6.15,-1.85,5.00
5.41,-2.55,5.00
6.47,-2.06,5.00
3.45,-1.56,4.00
4.74,-2.03,5.00
3.58,-2.07,4.00
5.31,-2.39,5.00
5.50,-2.09,4.00
6.45,-2.16,5.00
3.55,-1.74,4.00
4.57,-1.58,5.00
5.44,-1.69,4.00
4.22,-0.94,4.00
4.49,-1.07,4.00
5.06,-1.06,4.00
3.90,-1.35,4.00
5.49,-1.93,4.00
4.41,-1.09,4.00
4.60,-1.52,5.00
6.38,-2.00,5.00
5.00,-2.28,5.00
3.79,-1.27,4.00
4.73,-2.03,5.00
4.98,-1.14,4.00
4.81,-2.19,5.00
4.53,-1.01,4.00
4.80,-1.12,4.00
5.47,-2.30,5.00
5.60,-1.47,4.00
6.44,-1.74,5.00
5.12,-2.52,5.00
6.07,-2.17,5.00
4.34,-1.10,4.00
4.90,-1.15,4.00
4.24,-0.91,4.00
5.59,-1.49,4.00
5.07,-2.41,5.00
5.76,-2.56,5.00
3.68,-1.30,4.00
4.99,-1.47,4.00
6.44,-1.62,5.00
4.48,-1.54,5.00
5.52,-1.60,4.00
4.70,-2.19,5.00
5.45,-1.84,4.00
3.90,-1.29,4.00
3.58,-1.65,4.00
5.50,-1.80,4.00
5.99,-2.33,5.00
4.76,-1.03,4.00
5.02,-2.32,5.00
4.86,-1.12,4.00
5.32,-1.68,4.00
4.85,-2.24,5.00
6.46,-2.15,5.00
5.24,-1.35,4.00
3.75,-1.62,4.00
5.27,-2.57,5.00
4.64,-2.03,5.00
6.40,-2.02,5.00
6.20,-2.39,5.00
5.44,-1.64,4.00
5.00,-0.95,4.00
5.71,-2.51,5.00
5.06,-2.48,5.00
3.51,-1.84,4.00
5.38,-1.64,4.00
5.08,-2.47,5.00
4.99,-2.43,5.00
4.14,-1.04,4.00
3.75,-1.23,4.00
5.60,-2.56,5.00
4.64,-1.79,5.00
3.53,-1.75,4.00
4.66,-2.04,5.00
4.75,-1.22,4.00
5.31,-1.34,4.00
5.44,-2.46,5.00
3.45,-2.11,4.00
4.79,-1.02,4.00
6.33,-1.75,5.00
4.58,-1.89,5.00
3.29,-1.74,4.00
5.22,-2.52,5.00
6.11,-2.11,5.00
4.66,-1.80,5.00
6.02,-2.26,5.00
3.94,-1.24,4.00
5.03,-2.11,5.00
6.40,-1.97,5.00
5.15,-1.44,4.00
4.85,-2.42,5.00
5.46,-1.78,4.00
5.32,-1.72,4.00
5.51,-1.69,4.00
5.18,-1.45,4.00
6.16,-2.07,5.00
5.18,-1.38,4.00
5.05,-2.23,5.00
6.30,-1.82,5.00
5.08,-2.51,5.00
5.37,-2.36,5.00
6.46,-1.72,5.00
3.44,-2.05,4.00
4.97,-2.36,5.00
6.08,-2.34,5.00
5.00,-2.49,5.00
5.43,-2.72,5.00
4.61,-1.79,5.00
6.26,-2.03,5.00
6.29,-1.70,5.00
3.58,-1.60,4.00
4.55,-1.07,4.00
6.00,-2.41,5.00
5.92,-2.26,5.00
5.87,-2.34,5.00
3.72,-1.66,4.00
5.66,-2.51,5.00
3.80,-1.28,4.00
